 ,Individual_Match No,Player,Team,Opp_Team,RH/LH,Match_Type,Ground,Role,Runs,Wickets,Dream11_ Points,Dismissal
26,M7,Jaydev Unadkat,RR,SRH,LH,Chasing,Dubai,BALL,,1,29,
27,M7,Rohit Sharma,MI,DC,RH,Chasing,Sharjah,BAT,5,,3,CAUGHT
27,M7,De Kock,MI,DC,LH,Chasing,Sharjah,WK,53,,75,CAUGHT
27,M7,S.Yadav,MI,DC,RH,Chasing,Sharjah,BAT,53,,79,CAUGHT
27,M7,Ishan Kishan,MI,DC,LH,Chasing,Sharjah,WK,28,,38,CAUGHT
27,M7,Hardik Pandya,MI,DC,RH,Chasing,Sharjah,ALL,0,,2,CAUGHT
27,M7,Kieron Pollard,MI,DC,RH,Chasing,Sharjah,ALL,11,0,16,NO
27,M7,Krunal Pandya,MI,DC,LH,Chasing,Sharjah,ALL,12,2,76,NO
27,M7,Pattinson,MI,DC,RH,Chasing,Sharjah,BALL,,0,-2,
27,M7,Rahul Chahar,MI,DC,RH,Chasing,Sharjah,BALL,,0,10,
27,M7,Boult,MI,DC,LH,Chasing,Sharjah,BALL,,1,35,
27,M7,Bumrah,MI,DC,RH,Chasing,Sharjah,BALL,,0,4,
27,M7,P.Shaw,DC,MI,RH,Defending,Sharjah,BAT,4,,17,CAUGHT
27,M7,Shikhar Dhawan,DC,MI,LH,Defending,Sharjah,BAT,69,,89,NO
27,M7,A Rahane,DC,MI,RH,Defending,Sharjah,BAT,15,,22,LBW
27,M7,Shreyas Iyer,DC,MI,RH,Defending,Sharjah,BAT,42,,59,CAUGHT
27,M7,Alex Carey,DC,MI,LH,Defending,Sharjah,WK,14,,26,NO
27,M7,Marcus Stoinis,DC,MI,RH,Defending,Sharjah,ALL,13,1,38,RUNOUT
27,M7,Ashwin,DC,MI,RH,Defending,Sharjah,BALL,,1,29,
27,M7,Axar Patel,DC,MI,LH,Defending,Sharjah,ALL,,1,37,
27,M7,Rabada,DC,MI,RH,Defending,Sharjah,BALL,,2,62,
27,M7,Nortje,DC,MI,RH,Defending,Sharjah,BALL,,0,4,
27,M7,H Patel,DC,MI,RH,Defending,Sharjah,BALL,,0,2,
28,M7,Devdutt Padikkal,RCB,KKR,LH,Defending,Sharjah,BAT,32,,50,BOLD
28,M7,Aaron Finch,RCB,KKR,RH,Defending,Sharjah,BAT,47,,57,BOLD
28,M7,Virat Kohli,RCB,KKR,RH,Defending,Sharjah,BAT,33,,38,NO
28,M7,AB de Villiers,RCB,KKR,RH,Defending,Sharjah,WK,73,,108,NO
28,M7,Shivam Dube,RCB,KKR,LH,Defending,Sharjah,ALL,,,4,
28,M7,W Sundar,RCB,KKR,LH,Defending,Sharjah,ALL,,2,56,
28,M7,Chris Morris,RCB,KKR,RH,Defending,Sharjah,ALL,,2,66,
28,M7,Mohammed Siraj,RCB,KKR,RH,Defending,Sharjah,BALL,,1,37,
28,M7,Navdeep Saini,RCB,KKR,RH,Defending,Sharjah,BALL,,1,31,
28,M7,Isuru Udana,RCB,KKR,LH,Defending,Sharjah,BALL,,1,41,
28,M7,Y Chahal,RCB,KKR,RH,Defending,Sharjah,BALL,,1,35,
28,M7,Shubman Gill,KKR,RCB,RH,Chasing,Sharjah,BAT,34,,43,RUNOUT
28,M7,Tom Banton,KKR,RCB,RH,Chasing,Sharjah,BAT,8,,10,BOLD
28,M7,Nitish Rana,KKR,RCB,LH,Chasing,Sharjah,ALL,9,,12,BOLD
28,M7,Eoin Morgan,KKR,RCB,LH,Chasing,Sharjah,BAT,8,,11,CAUGHT
28,M7,Dinesh Karthik,KKR,RCB,RH,Chasing,Sharjah,WK,1,,5,BOLD
28,M7,Andre Russell,KKR,RCB,RH,Chasing,Sharjah,ALL,16,1,43,CAUGHT
28,M7,Rahul Tripathi,KKR,RCB,RH,Chasing,Sharjah,BAT,16,,21,CAUGHT
28,M7,Pat Cummins,KKR,RCB,RH,Chasing,Sharjah,BALL,1,0,3,CAUGHT
28,M7,Kamlesh Nagarkoti,KKR,RCB,RH,Chasing,Sharjah,BALL,4,0,6,BOLD
28,M7,Varun Chakravarthy,KKR,RCB,RH,Chasing,Sharjah,BALL,7,0,11,NO
28,M7,Prasidh Krishna,KKR,RCB,RH,Chasing,Sharjah,BALL,2,1,27,NO
29,M8,Watson,CSK,SRH,RH,Defending,Dubai,BAT,42,,53,CAUGHT
29,M8,Du Plesis,CSK,SRH,RH,Defending,Dubai,BAT,0,,2,CAUGHT
29,M8,Rayudu,CSK,SRH,RH,Defending,Dubai,BAT,41,,52,CAUGHT
29,M8,MS Dhoni,CSK,SRH,RH,Defending,Dubai,WK,21,,29,CAUGHT
29,M8,Sam Curran,CSK,SRH,LH,Defending,Dubai,ALL,31,1,77,BOLD
29,M8,Jadeja,CSK,SRH,LH,Defending,Dubai,ALL,25,1,75,NO
29,M8,D Bravo,CSK,SRH,RH,Defending,Dubai,ALL,0,2,72,BOLD
29,M8,Deepak Chahar,CSK,SRH,RH,Defending,Dubai,BALL,2,0,6,NO
29,M8,Piyush Chawla,CSK,SRH,RH,Defending,Dubai,BALL,,0,4,
29,M8,S Thakur,CSK,SRH,RH,Defending,Dubai,BALL,,1,39,
29,M8,Karn Sharma,CSK,SRH,LH,Defending,Dubai,BALL,,2,52,
29,M8,Warner,SRH,CSK,LH,Chasing,Dubai,BAT,9,,19,CAUGHT
29,M8,Bairstow,SRH,CSK,RH,Chasing,Dubai,WK,23,,37,BOLD
29,M8,Manish Pandey,SRH,CSK,RH,Chasing,Dubai,BAT,4,,17,RUNOUT
29,M8,Kane Williamson,SRH,CSK,RH,Chasing,Dubai,BAT,57,,84,CAUGHT
29,M8,Vijay Shankar,SRH,CSK,RH,Chasing,Dubai,ALL,12,,18,CAUGHT
29,M8,Shahbaz Nadeem,SRH,CSK,LH,Chasing,Dubai,BALL,5,0,10,CAUGHT
29,M8,Priyam Garg,SRH,CSK,RH,Chasing,Dubai,BAT,16,,21,CAUGHT
29,M8,Rashid Khan,SRH,CSK,RH,Chasing,Dubai,BALL,14,0,21,HITWICKET
29,M8,Khaleel Ahmed,SRH,CSK,LH,Chasing,Dubai,BALL,,2,48,
29,M8,Natarajan,SRH,CSK,LH,Chasing,Dubai,BALL,0,2,50,NO
29,M8,Sandeep Sharma,SRH,CSK,LH,Chasing,Dubai,BALL,1,2,59,NO
30,M8,P.Shaw,DC,RR,RH,Defending,Dubai,BAT,0,,2,BOLD
30,M8,Shikhar Dhawan,DC,RR,LH,Defending,Dubai,BAT,57,,79,CAUGHT
30,M8,A Rahane,DC,RR,RH,Defending,Dubai,BAT,2,,14,CAUGHT
30,M8,Shreyas Iyer,DC,RR,RH,Defending,Dubai,BAT,53,,72,CAUGHT
30,M8,Alex Carey,DC,RR,LH,Defending,Dubai,WK,14,,20,CAUGHT
30,M8,Marcus Stoinis,DC,RR,RH,Defending,Dubai,ALL,18,,23,CAUGHT
30,M8,Ashwin,DC,RR,RH,Defending,Dubai,BALL,,1,41,
30,M8,Axar Patel,DC,RR,LH,Defending,Dubai,ALL,7,1,49,CAUGHT
30,M8,Rabada,DC,RR,RH,Defending,Dubai,BALL,,1,29,
30,M8,Nortje,DC,RR,RH,Defending,Dubai,BALL,,2,54,
30,M8,T Deshpande,DC,RR,RH,Defending,Dubai,BALL,,2,52,
30,M8,Jos Butler,RR,DC,RH,Chasing,Dubai,WK,22,,31,BOLD
30,M8,Steve Smith,RR,DC,RH,Chasing,Dubai,BAT,1,,5,CAUGHT
30,M8,Sanju Samson,RR,DC,RH,Chasing,Dubai,WK,25,,33,BOLD
30,M8,Robin Uthappa,RR,DC,RH,Chasing,Dubai,BAT,32,,49,BOLD
30,M8,Rahul Tewatia,RR,DC,LH,Chasing,Dubai,ALL,14,0,27,NO
30,M8,Riyag Parag,RR,DC,RH,Chasing,Dubai,ALL,1,,5,RUNOUT
30,M8,Ben Stokes,RR,DC,LH,Chasing,Dubai,ALL,41,0,45,CAUGHT
30,M8,Jofra Archer,RR,DC,RH,Chasing,Dubai,BALL,1,3,100,CAUGHT
30,M8,Shreyas Gopal,RR,DC,RH,Chasing,Dubai,BALL,6,1,36,CAUGHT
30,M8,K Tyagi,RR,DC,RH,Chasing,Dubai,BALL,,1,45,
30,M8,Jaydev Unadkat,RR,DC,LH,Chasing,Dubai,BALL,,2,50,
31,M8,Devdutt Padikkal,RCB,KXIP,LH,Defending,Sharjah,BAT,18,,31,CAUGHT
31,M8,Aaron Finch,RCB,KXIP,RH,Defending,Sharjah,BAT,20,,28,BOLD
31,M8,Virat Kohli,RCB,KXIP,RH,Defending,Sharjah,BAT,48,,55,CAUGHT
31,M8,AB de Villiers,RCB,KXIP,RH,Defending,Sharjah,WK,2,,12,CAUGHT
31,M8,Shivam Dube,RCB,KXIP,LH,Defending,Sharjah,ALL,23,,31,CAUGHT
31,M8,W Sundar,RCB,KXIP,LH,Defending,Sharjah,ALL,13,0,16,CAUGHT
31,M8,Chris Morris,RCB,KXIP,RH,Defending,Sharjah,ALL,25,0,38,NO
31,M8,Mohammed Siraj,RCB,KXIP,RH,Defending,Sharjah,BALL,,0,-2,
31,M8,Navdeep Saini,RCB,KXIP,RH,Defending,Sharjah,BALL,,0,6,
31,M8,Isuru Udana,RCB,KXIP,LH,Defending,Sharjah,BALL,10,0,16,NO
31,M8,Y Chahal,RCB,KXIP,RH,Defending,Sharjah,BALL,,1,23,
31,M8,KL Rahul,KXIP,RCB,RH,Chasing,Sharjah,WK,61,,100,NO
31,M8,Mayank Agarwal,KXIP,RCB,RH,Chasing,Sharjah,BAT,45,,59,BOLD
31,M8,Nicolas Pooran,KXIP,RCB,LH,Chasing,Sharjah,WK,6,,20,NO
31,M8,Chris Gayle,KXIP,RCB,LH,Chasing,Sharjah,BAT,53,,76,RUNOUT
31,M8,Glenn Maxwell,KXIP,RCB,RH,Chasing,Sharjah,ALL,,0,4,
31,M8,Deepak Hooda,KXIP,RCB,RH,Chasing,Sharjah,BAT,,,12,
31,M8,Chris Jordan,KXIP,RCB,RH,Chasing,Sharjah,BALL,,1,37,
31,M8,Murugan Ashwin,KXIP,RCB,RH,Chasing,Sharjah,BALL,,2,56,
31,M8,Ravi Bishnoi,KXIP,RCB,RH,Chasing,Sharjah,BALL,,0,2,
31,M8,Mohammed Shami,KXIP,RCB,RH,Chasing,Sharjah,BALL,,2,48,
31,M8,Arshdeep Singh,KXIP,RCB,LH,Chasing,Sharjah,BALL,,1,27,
32,M8,Rahul Tripathi,KKR,MI,RH,Defending,Sheikh Zayed,BAT,7,,12,CAUGHT
32,M8,Shubman Gill,KKR,MI,RH,Defending,Sheikh Zayed,BAT,21,,27,CAUGHT
32,M8,Nitish Rana,KKR,MI,LH,Defending,Sheikh Zayed,BAT,5,,10,CAUGHT
32,M8,Dinesh Karthik,KKR,MI,RH,Defending,Sheikh Zayed,WK,4,,17,BOLD
32,M8,Eoin Morgan,KKR,MI,LH,Defending,Sheikh Zayed,BAT,39,,49,NO
32,M8,Andre Russell,KKR,MI,RH,Defending,Sheikh Zayed,ALL,12,0,19,CAUGHT
32,M8,Pat Cummins,KKR,MI,RH,Defending,Sheikh Zayed,BALL,53,0,72,NO
32,M8,Varun Chakravarthy,KKR,MI,RH,Defending,Sheikh Zayed,BALL,,1,31,
32,M8,Prasidh Krishna,KKR,MI,RH,Defending,Sheikh Zayed,BALL,,0,-2,
32,M8,Shivam Mavi,KKR,MI,RH,Defending,Sheikh Zayed,BALL,,1,29,
32,M8,Chris Green,KKR,MI,RH,Defending,Sheikh Zayed,BALL,,0,4,
32,M8,Rohit Sharma,MI,KKR,RH,Chasing,Sheikh Zayed,BAT,35,,46,CAUGHT
32,M8,De Kock,MI,KKR,LH,Chasing,Sheikh Zayed,WK,78,,121,NO
32,M8,S.Yadav,MI,KKR,RH,Chasing,Sheikh Zayed,BAT,10,,23,BOLD
32,M8,Ishan Kishan,MI,KKR,LH,Chasing,Sheikh Zayed,WK,,,4,
32,M8,Hardik Pandya,MI,KKR,RH,Chasing,Sheikh Zayed,ALL,21,,30,NO
32,M8,Kieron Pollard,MI,KKR,RH,Chasing,Sheikh Zayed,ALL,,,12,
32,M8,Krunal Pandya,MI,KKR,LH,Chasing,Sheikh Zayed,ALL,,0,6,
32,M8,Coulter Nile,MI,KKR,RH,Chasing,Sheikh Zayed,BALL,,1,23,
32,M8,Rahul Chahar,MI,KKR,RH,Chasing,Sheikh Zayed,BALL,,2,58,
32,M8,Boult,MI,KKR,LH,Chasing,Sheikh Zayed,BALL,,1,29,
32,M8,Bumrah,MI,KKR,RH,Chasing,Sheikh Zayed,BALL,,1,31,
33,M9,Jos Butler,RR,RCB,RH,Defending,Dubai,WK,24,,31,CAUGHT
33,M9,Steve Smith,RR,RCB,RH,Defending,Dubai,BAT,57,,77,CAUGHT
33,M9,Sanju Samson,RR,RCB,RH,Defending,Dubai,WK,9,,15,CAUGHT
33,M9,Robin Uthappa,RR,RCB,RH,Defending,Dubai,BAT,41,,62,CAUGHT
33,M9,Rahul Tewatia,RR,RCB,LH,Defending,Dubai,ALL,19,1,59,NO
33,M9,Riyag Parag,RR,RCB,RH,Defending,Dubai,ALL,,,4,
33,M9,Ben Stokes,RR,RCB,LH,Defending,Dubai,ALL,15,,29,CAUGHT
33,M9,Jofra Archer,RR,RCB,RH,Defending,Dubai,BALL,2,0,2,LBW
33,M9,Shreyas Gopal,RR,RCB,RH,Defending,Dubai,BALL,,1,29,
33,M9,K Tyagi,RR,RCB,RH,Defending,Dubai,BALL,,1,29,
33,M9,Jaydev Unadkat,RR,RCB,LH,Defending,Dubai,BALL,,0,-2,
33,M9,Devdutt Padikkal,RCB,RR,LH,Chasing,Dubai,BAT,35,,41,CAUGHT
33,M9,Aaron Finch,RCB,RR,RH,Chasing,Dubai,BAT,14,,30,CAUGHT
33,M9,Virat Kohli,RCB,RR,RH,Chasing,Dubai,BAT,43,,52,CAUGHT
33,M9,AB de Villiers,RCB,RR,RH,Chasing,Dubai,WK,55,,88,NO
33,M9,Gurkeerat Singh,RCB,RR,LH,Chasing,Dubai,ALL,19,,24,NO
33,M9,W Sundar,RCB,RR,LH,Chasing,Dubai,ALL,,0,4,
33,M9,Chris Morris,RCB,RR,RH,Chasing,Dubai,ALL,,4,120,
33,M9,Shahbaz Ahmed,RCB,RR,LH,Chasing,Dubai,BAT,,0,10,
33,M9,Navdeep Saini,RCB,RR,RH,Chasing,Dubai,BALL,,0,12,
33,M9,Isuru Udana,RCB,RR,LH,Chasing,Dubai,BALL,,0,-2,
33,M9,Y Chahal,RCB,RR,RH,Chasing,Dubai,BALL,,2,54,
34,M9,Watson,CSK,DC,RH,Defending,Dubai,BAT,36,,46,BOLD
34,M9,Du Plesis,CSK,DC,RH,Defending,Dubai,BAT,58,,96,CAUGHT
34,M9,Rayudu,CSK,DC,RH,Defending,Dubai,BAT,45,,66,NO
34,M9,MS Dhoni,CSK,DC,RH,Defending,Dubai,WK,3,,7,CAUGHT
34,M9,Sam Curran,CSK,DC,LH,Defending,Dubai,ALL,0,1,35,CAUGHT
34,M9,Jadeja,CSK,DC,LH,Defending,Dubai,ALL,33,0,45,NO
34,M9,D Bravo,CSK,DC,RH,Defending,Dubai,ALL,,1,29,
34,M9,Deepak Chahar,CSK,DC,RH,Defending,Dubai,BALL,,2,74,
34,M9,Jadhav,CSK,DC,RH,Defending,Dubai,BALL,,,4,
34,M9,S Thakur,CSK,DC,RH,Defending,Dubai,BALL,,1,27,
34,M9,Karn Sharma,CSK,DC,LH,Defending,Dubai,BALL,,0,-2,
34,M9,P.Shaw,DC,CSK,RH,Defending,Dubai,BAT,0,,2,CAUGHT
34,M9,Shikhar Dhawan,DC,CSK,LH,Defending,Dubai,BAT,101,,145,NO
34,M9,A Rahane,DC,CSK,RH,Defending,Dubai,BAT,8,,13,CAUGHT
34,M9,Shreyas Iyer,DC,CSK,RH,Defending,Dubai,BAT,23,,30,CAUGHT
34,M9,Alex Carey,DC,CSK,LH,Defending,Dubai,WK,4,,16,CAUGHT
34,M9,Marcus Stoinis,DC,CSK,RH,Defending,Dubai,ALL,24,0,33,CAUGHT
34,M9,Ashwin,DC,CSK,RH,Defending,Dubai,BALL,,0,2,
34,M9,Axar Patel,DC,CSK,LH,Defending,Dubai,ALL,21,0,33,NO
34,M9,Rabada,DC,CSK,RH,Defending,Dubai,BALL,,1,37,
34,M9,Nortje,DC,CSK,RH,Defending,Dubai,BALL,,1,58,
34,M9,T Deshpande,DC,CSK,RH,Defending,Dubai,BALL,,1,27,
35,M9,Rahul Tripathi,KKR,SRH,RH,Defending,Sheikh Zayed,BAT,23,,31,BOLD
35,M9,Shubman Gill,KKR,SRH,RH,Defending,Sheikh Zayed,BAT,36,,61,CAUGHT
35,M9,Nitish Rana,KKR,SRH,LH,Defending,Sheikh Zayed,BAT,29,,46,CAUGHT
35,M9,Dinesh Karthik,KKR,SRH,RH,Defending,Sheikh Zayed,WK,29,,39,NO
35,M9,Eoin Morgan,KKR,SRH,LH,Defending,Sheikh Zayed,BAT,34,,43,CAUGHT
35,M9,Andre Russell,KKR,SRH,RH,Defending,Sheikh Zayed,ALL,9,0,16,CAUGHT
35,M9,Pat Cummins,KKR,SRH,RH,Defending,Sheikh Zayed,BALL,,1,29,
35,M9,Varun Chakravarthy,KKR,SRH,RH,Defending,Sheikh Zayed,BALL,,1,29,
35,M9,Kuldeep Yadav,KKR,SRH,RH,Defending,Sheikh Zayed,BALL,,0,6,
35,M9,Shivam Mavi,KKR,SRH,RH,Defending,Sheikh Zayed,BALL,,1,23,
35,M9,Lockie Ferguson,KKR,SRH,RH,Defending,Sheikh Zayed,BALL,,3,85,
35,M9,Warner,SRH,KKR,LH,Chasing,Sheikh Zayed,BAT,47,,56,NO
35,M9,Bairstow,SRH,KKR,RH,Chasing,Sheikh Zayed,WK,36,,47,CAUGHT
35,M9,Manish Pandey,SRH,KKR,RH,Chasing,Sheikh Zayed,BAT,6,,18,BOLD
35,M9,Kane Williamson,SRH,KKR,RH,Chasing,Sheikh Zayed,BAT,29,,39,CAUGHT
35,M9,Vijay Shankar,SRH,KKR,RH,Chasing,Sheikh Zayed,ALL,7,1,44,CAUGHT
35,M9,Abdul Samad,SRH,KKR,LH,Chasing,Sheikh Zayed,ALL,23,,31,CAUGHT
35,M9,Priyam Garg,SRH,KKR,RH,Chasing,Sheikh Zayed,BAT,4,,24,BOLD
35,M9,Rashid Khan,SRH,KKR,RH,Chasing,Sheikh Zayed,BALL,1,1,30,NO
35,M9,Basil Thampi,SRH,KKR,LH,Chasing,Sheikh Zayed,BALL,,1,23,
35,M9,Natarajan,SRH,KKR,LH,Chasing,Sheikh Zayed,BALL,,2,52,
35,M9,Sandeep Sharma,SRH,KKR,LH,Chasing,Sheikh Zayed,BALL,,0,4,
36,M9,Rohit Sharma,MI,KXIP,RH,Defending,Dubai,BAT,9,,23,BOLD
36,M9,De Kock,MI,KXIP,LH,Defending,Dubai,WK,53,,80,CAUGHT
36,M9,S.Yadav,MI,KXIP,RH,Defending,Dubai,BAT,4,,2,CAUGHT
36,M9,Ishan Kishan,MI,KXIP,LH,Defending,Dubai,WK,7,,12,CAUGHT
36,M9,Krunal Pandya,MI,KXIP,LH,Defending,Dubai,ALL,34,0,46,CAUGHT
36,M9,Hardik Pandya,MI,KXIP,RH,Defending,Dubai,ALL,8,,14,CAUGHT
36,M9,Kieron Pollard,MI,KXIP,RH,Defending,Dubai,ALL,34,0,47,NO
36,M9,Coulter Nile,MI,KXIP,RH,Defending,Dubai,BALL,24,0,40,NO
36,M9,Rahul Chahar,MI,KXIP,RH,Defending,Dubai,BALL,,2,54,
36,M9,Boult,MI,KXIP,LH,Defending,Dubai,BALL,,0,6,
36,M9,Bumrah,MI,KXIP,RH,Defending,Dubai,BALL,,3,81,
36,M9,KL Rahul,KXIP,MI,RH,Chasing,Dubai,WK,77,,102,BOLD
36,M9,Mayank Agarwal,KXIP,MI,RH,Chasing,Dubai,BAT,11,,24,BOLD
36,M9,Chris Gayle,KXIP,MI,LH,Chasing,Dubai,BAT,24,,33,CAUGHT
36,M9,Nicolas Pooran,KXIP,MI,LH,Chasing,Dubai,WK,24,,42,CAUGHT
36,M9,Glenn Maxwell,KXIP,MI,RH,Chasing,Dubai,ALL,0,0,4,CAUGHT
36,M9,Deepak Hooda,KXIP,MI,RH,Chasing,Dubai,ALL,23,0,38,NO
36,M9,Chris Jordan,KXIP,MI,RH,Chasing,Dubai,BALL,13,1,40,RUNOUT
36,M9,Mohammed Shami,KXIP,MI,RH,Chasing,Dubai,BALL,,2,54,
36,M9,Murugan Ashwin,KXIP,MI,RH,Chasing,Dubai,BALL,,0,18,
36,M9,Ravi Bishnoi,KXIP,MI,RH,Chasing,Dubai,BALL,,1,31,
36,M9,Arshdeep Singh,KXIP,MI,LH,Chasing,Dubai,BALL,,2,48,
37,M10,Watson,CSK,RR,RH,Defending,Dubai,BAT,8,,14,CAUGHT
37,M10,Du Plesis,CSK,RR,RH,Defending,Dubai,BAT,10,,15,CAUGHT
37,M10,Rayudu,CSK,RR,RH,Defending,Dubai,BAT,13,,17,CAUGHT
37,M10,MS Dhoni,CSK,RR,RH,Defending,Dubai,WK,28,,50,RUNOUT
37,M10,Sam Curran,CSK,RR,LH,Defending,Dubai,ALL,22,0,29,CAUGHT
37,M10,Jadeja,CSK,RR,LH,Defending,Dubai,ALL,35,0,43,NO
37,M10,Josh Hazlewood,CSK,RR,RH,Defending,Dubai,BALL,,1,33,
37,M10,Deepak Chahar,CSK,RR,RH,Defending,Dubai,BALL,,2,66,
37,M10,Jadhav,CSK,RR,RH,Defending,Dubai,BALL,4,,8,NO
37,M10,S Thakur,CSK,RR,RH,Defending,Dubai,BALL,,0,4,
37,M10,Piyush Chawla,CSK,RR,LH,Defending,Dubai,BALL,,0,0,
37,M10,Jos Butler,RR,CSK,RH,Defending,Dubai,WK,70,,109,NO
37,M10,Steve Smith,RR,CSK,RH,Defending,Dubai,BAT,26,,32,NO
37,M10,Sanju Samson,RR,CSK,RH,Defending,Dubai,WK,0,,16,CAUGHT
37,M10,Robin Uthappa,RR,CSK,RH,Defending,Dubai,BAT,4,,8,CAUGHT
37,M10,Rahul Tewatia,RR,CSK,LH,Defending,Dubai,ALL,,1,41,
37,M10,Riyag Parag,RR,CSK,RH,Defending,Dubai,ALL,,,4,
37,M10,Ben Stokes,RR,CSK,LH,Defending,Dubai,ALL,19,0,24,BOLD
37,M10,Jofra Archer,RR,CSK,RH,Defending,Dubai,BALL,,1,37,
37,M10,Shreyas Gopal,RR,CSK,RH,Defending,Dubai,BALL,,1,35,
37,M10,K Tyagi,RR,CSK,RH,Defending,Dubai,BALL,,1,29,
37,M10,Ankit Rajpoot,RR,CSK,LH,Defending,Dubai,BALL,,0,4,
38,M10,P.Shaw,DC,KXIP,RH,Defending,Dubai,BAT,7,,10,CAUGHT
38,M10,Shikhar Dhawan,DC,KXIP,LH,Defending,Dubai,BAT,106,,144,NO
38,M10,Hetmeyer,DC,KXIP,RH,Defending,Dubai,BAT,10,,16,BOLD
38,M10,Shreyas Iyer,DC,KXIP,RH,Defending,Dubai,BAT,14,,20,CAUGHT
38,M10,Rishabh Pant,DC,KXIP,LH,Defending,Dubai,WK,14,,39,CAUGHT
38,M10,Marcus Stoinis,DC,KXIP,RH,Defending,Dubai,ALL,9,0,13,CAUGHT
38,M10,Ashwin,DC,KXIP,RH,Defending,Dubai,BALL,,1,35,
38,M10,Axar Patel,DC,KXIP,LH,Defending,Dubai,ALL,,1,29,
38,M10,Rabada,DC,KXIP,RH,Defending,Dubai,BALL,,2,54,
38,M10,Daniel Sams,DC,KXIP,LH,Defending,Dubai,BALL,,0,12,
38,M10,T Deshpande,DC,KXIP,RH,Defending,Dubai,BALL,,0,-2,
38,M10,KL Rahul,KXIP,DC,RH,Chasing,Dubai,WK,15,,30,CAUGHT
38,M10,Mayank Agarwal,KXIP,DC,RH,Chasing,Dubai,BAT,5,,25,RUNOUT
38,M10,Chris Gayle,KXIP,DC,LH,Chasing,Dubai,BAT,29,,40,BOLD
38,M10,Nicolas Pooran,KXIP,DC,LH,Chasing,Dubai,WK,53,,77,CAUGHT
38,M10,Glenn Maxwell,KXIP,DC,RH,Chasing,Dubai,ALL,32,1,72,CAUGHT
38,M10,Deepak Hooda,KXIP,DC,RH,Chasing,Dubai,BAT,15,,18,NO
38,M10,James Neesham,KXIP,DC,LH,Chasing,Dubai,ALL,10,1,41,NO
38,M10,Murugan Ashwin,KXIP,DC,RH,Chasing,Dubai,BALL,,1,29,
38,M10,Ravi Bishnoi,KXIP,DC,RH,Chasing,Dubai,BALL,,0,4,
38,M10,Mohammed Shami,KXIP,DC,RH,Chasing,Dubai,BALL,,2,54,
38,M10,Arshdeep Singh,KXIP,DC,LH,Chasing,Dubai,BALL,,0,2,
39,M10,Rahul Tripathi,KKR,RCB,RH,Defending,Sheikh Zayed,BAT,1,,5,CAUGHT
39,M10,Shubman Gill,KKR,RCB,RH,Defending,Sheikh Zayed,BAT,1,,5,CAUGHT
39,M10,Nitish Rana,KKR,RCB,LH,Defending,Sheikh Zayed,BAT,0,,2,BOLD
39,M10,Dinesh Karthik,KKR,RCB,RH,Defending,Sheikh Zayed,WK,4,,10,LBW
39,M10,Eoin Morgan,KKR,RCB,LH,Defending,Sheikh Zayed,BAT,30,,39,CAUGHT
39,M10,Tom Banton,KKR,RCB,RH,Defending,Sheikh Zayed,ALL,10,,17,CAUGHT
39,M10,Pat Cummins,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,4,,22,CAUGHT
39,M10,Varun Chakravarthy,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,,,4,
39,M10,Kuldeep Yadav,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,12,,17,RUNOUT
39,M10,Prasidh Krishna,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,,,4,
39,M10,Lockie Ferguson,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,19,1,53,NO
39,M10,Devdutt Padikkal,RCB,KKR,LH,Chasing,Sheikh Zayed,BAT,25,,40,RUNOUT
39,M10,Aaron Finch,RCB,KKR,RH,Chasing,Sheikh Zayed,BAT,16,,22,CAUGHT
39,M10,Virat Kohli,RCB,KKR,RH,Chasing,Sheikh Zayed,BAT,18,,24,NO
39,M10,AB de Villiers,RCB,KKR,RH,Chasing,Sheikh Zayed,WK,,,20,
39,M10,Gurkeerat Singh,RCB,KKR,LH,Chasing,Sheikh Zayed,ALL,26,,43,NO
39,M10,W Sundar,RCB,KKR,LH,Chasing,Sheikh Zayed,ALL,,1,43,
39,M10,Chris Morris,RCB,KKR,RH,Chasing,Sheikh Zayed,ALL,,0,30,
39,M10,Mohammed Siraj,RCB,KKR,RH,Chasing,Sheikh Zayed,BAT,,3,101,
39,M10,Navdeep Saini,RCB,KKR,RH,Chasing,Sheikh Zayed,BALL,,1,29,
39,M10,Isuru Udana,RCB,KKR,LH,Chasing,Sheikh Zayed,BALL,,0,4,
39,M10,Y Chahal,RCB,KKR,RH,Chasing,Sheikh Zayed,BALL,,2,60,
40,M11,Robin Uthappa,RR,SRH,RH,Defending,Dubai,BAT,19,,27,RUNOUT
40,M11,Ben Stokes,RR,SRH,LH,Defending,Dubai,ALL,30,0,38,BOLD
40,M11,Sanju Samson,RR,SRH,RH,Defending,Dubai,WK,36,,45,BOLD
40,M11,Jos Butler,RR,SRH,RH,Defending,Dubai,WK,9,,13,CAUGHT
40,M11,Steve Smith,RR,SRH,RH,Defending,Dubai,BAT,19,,25,CAUGHT
40,M11,Riyag Parag,RR,SRH,RH,Defending,Dubai,ALL,20,,28,CAUGHT
40,M11,Rahul Tewatia,RR,SRH,LH,Defending,Dubai,ALL,2,0,6,NO
